,title,min_salary,max_salary,currency,href,site
295,Преподаватель программирования для детей (удаленно),30000,60000,руб.,https://saratov.hh.ru/vacancy/51267866?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
296,Аналитик,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/50712963?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
297,Маркетинговый аналитик на направление USA (junior-middle),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/50813609?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
298,DevOps School Trainee,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52050462?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
299,DevOps School Trainee,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52050466?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
300,Junior/Middle Go developer (Blockchain integration),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51992888?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
301,Senior data analyst (Supply chain),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51471255?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
302,Senior data analyst (Supply chain),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51470572?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
303,Junior / Middle / Senior Software Developer in Test (Automation QA Engineer),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51989478?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
304,Associate Engineer / Младший инженер / SAP,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/50255420?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
305,ML Lead,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51999697?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
306,Junior bioinformatics scientist (NGS),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/49910002?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
307,IT Analytics Platform Architect,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51997528?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
308,Junior/Middle/Senior Golang Developer,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/47722398?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
309,Стажер-разработчик PHP,10000,NaN,руб.,https://saratov.hh.ru/vacancy/51942257?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
310,"Java-программист (Middle, Junior)",NaN,NaN,NaN,https://saratov.hh.ru/vacancy/50713741?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
311,"Java-программист (Middle, Junior)",NaN,NaN,NaN,https://saratov.hh.ru/vacancy/50713726?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
312,Backend разработчик,250000,300000,руб.,https://saratov.hh.ru/vacancy/51943391?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
313,IT Сорсер / Junior IT-Recruiter,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51947552?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
314,Инженер (Junior Devops),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/46175057?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
315,Senior Software Developer С++,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/50693541?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
316,Senior Analytical Consultant (Forecasting),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51999471?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
317,Android разработчик в Инвестиционный Бизнес,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51931835?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
318,Devops инженер(junior/middle/senior),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51927878?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
319,Senior Analytical Consultant (Pricing),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51999280?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
320,Младший специалист по анализу репутации,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/50224670?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
321,Web Developer,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51681158?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
322,IT Analytics Platform Architect,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51997529?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
323,Data Analyst / Аналитик данных,80000,140000,руб.,https://saratov.hh.ru/vacancy/51693860?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
324,SysAdmin & Junior DevOps Engineer,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51731949?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
325,Сетевой инженер (Junior),60000,120000,руб.,https://saratov.hh.ru/vacancy/51667020?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
326,Сетевой инженер (стажер),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51666926?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
327,ML-Engineer,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51641821?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
328,Программист,1000,NaN,USD,https://saratov.hh.ru/vacancy/51715117?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
329,Senior NodeJS Developer,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/48810693?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
330,Junior Quantitative Trader,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/49809301?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
331,Ведущий разработчик С++/Qt,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51715363?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
332,Программист PHP / Backend-разработчик,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/47071009?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
333,Junior - PHP разработчик,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51618882?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
334,Junior PHP разработчик,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51618780?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
335,Senior Python developer,NaN,6500,USD,https://saratov.hh.ru/vacancy/51592146?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
336,Системный администратор,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51733070?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
337,Senior Python developer,NaN,6500,USD,https://saratov.hh.ru/vacancy/51592145?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
338,Hardware Support Engineer,1500,NaN,руб.,https://saratov.hh.ru/vacancy/51707096?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
339,Системный администратор (IP телефонии),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51801207?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
